general_code,summary_of_tabular_data_field_code,CountOfdry_aggregate_size,CountOfmineral_type,CountOfparticle_size,count_fld_dry_h-k_CountOfpreshead,count_fld_dry_h-t_CountOfpreshead,count_fld_dry_t-d_CountOftheta,count_fld_dry_t-k_CountOftheta,count_fld_wet_h-k_CountOfpreshead,count_fld_wet_h-t_CountOfpreshead,count_fld_wet_t-d_CountOftheta,count_fld_wet_t-k_CountOftheta,summary_of_tabular_data_lab_code,count_lab_dry_h-k_CountOfpreshead,count_lab_dry_h-t_CountOfpreshead,count_lab_dry_t-d_CountOftheta,count_lab_dry_t-k_CountOftheta,count_lab_wet_h-k_CountOfpreshead,count_lab_wet_h-t_CountOfpreshead,count_lab_wet_t-d_CountOftheta,count_lab_wet_t-k_CountOftheta
3220,3220,0,0,8,26,26,26,26,0,0,0,0,3220,0,13,0,0,0,0,0,0
3221,3221,0,0,8,25,25,20,25,0,0,0,0,3221,0,13,0,0,0,0,0,0
3222,3222,0,0,8,17,17,17,17,0,0,0,0,3222,0,13,0,0,0,0,0,0
3223,3223,0,0,8,13,13,13,13,0,0,0,0,3223,0,13,0,0,0,0,0,0
3224,3224,0,0,8,8,8,8,8,0,0,0,0,3224,0,13,0,0,0,0,0,0
3225,3225,0,0,8,6,6,6,6,0,0,0,0,3225,0,13,0,0,0,0,0,0
3230,3230,0,0,0,0,28,0,0,0,0,0,0,3230,23,0,0,0,0,0,0,0
3231,3231,0,0,0,0,53,0,0,0,0,0,0,3231,28,0,0,0,0,0,0,0
3232,3232,0,0,11,0,53,0,0,0,0,0,0,3232,28,0,0,0,0,0,0,0
3240,3240,0,0,7,0,3,0,14,0,0,0,0,3240,0,7,0,0,0,0,0,0
3241,3241,0,0,7,0,6,0,14,0,0,0,0,3241,0,9,0,0,0,0,0,0
3242,3242,0,0,7,0,4,0,11,0,0,0,0,3242,0,9,0,0,0,0,0,0
3243,3243,0,0,7,0,3,0,13,0,0,0,0,3243,0,9,0,0,0,0,0,0
3250,3250,0,0,7,0,10,0,13,0,0,0,0,3250,0,6,0,0,0,0,0,0
3251,3251,0,0,7,0,6,0,13,0,0,0,0,3251,0,7,0,0,0,0,0,0
3252,3252,0,0,7,0,5,0,14,0,0,0,0,3252,0,7,0,0,0,0,0,0
3253,3253,0,0,7,0,5,0,13,0,0,0,0,3253,0,7,0,0,0,0,0,0
3260,3260,0,0,7,0,4,0,8,0,0,0,0,3260,0,7,6,0,0,0,0,0
3261,3261,0,0,7,0,4,0,6,0,0,0,0,3261,0,7,0,0,0,0,0,0
3262,3262,0,0,7,0,4,0,6,0,0,0,0,3262,0,7,0,0,0,0,0,0
3263,3263,0,0,7,0,6,0,6,0,0,0,0,3263,0,7,0,0,0,0,0,0
3264,3264,0,0,7,0,4,0,4,0,0,0,0,3264,0,7,0,0,0,0,0,0
3270,3270,0,0,0,18,18,0,16,0,0,0,0,3270,0,8,0,0,0,0,0,0
3271,3271,0,0,0,18,18,0,14,0,0,0,0,3271,0,8,0,0,0,0,0,0
3272,3272,0,0,0,18,18,0,15,0,0,0,0,3272,0,8,0,0,0,0,0,0
3273,3273,0,0,0,18,18,0,17,0,0,0,0,3273,0,8,0,0,0,0,0,0
3274,3274,0,0,0,18,18,0,17,0,0,0,0,3274,0,8,0,0,0,0,0,0
3281,3281,0,0,4,7,7,0,7,0,0,0,0,3281,0,7,0,0,0,0,0,0
3282,3282,0,0,4,6,6,0,6,0,0,0,0,3282,0,7,0,0,0,0,0,0
3283,3283,0,0,4,7,7,0,7,0,0,0,0,3283,0,7,0,0,0,0,0,0
3290,3290,0,0,7,0,0,0,0,0,0,0,0,3290,0,7,11,0,0,0,0,0
3291,3291,0,0,7,0,0,0,0,0,0,0,0,3291,0,7,11,0,0,0,0,0
3292,3292,0,0,7,0,0,0,0,0,0,0,0,3292,0,7,5,0,0,0,0,0
3293,3293,0,0,7,0,0,0,0,0,0,0,0,3293,0,7,7,0,0,0,0,0
3300,3300,0,0,7,0,0,0,0,0,0,0,0,3300,0,7,10,0,0,0,0,0
3301,3301,0,0,7,0,0,0,0,0,0,0,0,3301,0,7,10,0,0,0,0,0
3302,3302,0,0,7,0,0,0,0,0,0,0,0,3302,0,7,7,0,0,0,0,0
3303,3303,0,0,7,0,0,0,0,0,0,0,0,3303,0,7,7,0,0,0,0,0
3310,3310,0,0,7,0,0,0,0,0,0,0,0,3310,0,7,10,0,0,0,0,0
3311,3311,0,0,7,0,0,0,0,0,0,0,0,3311,0,7,11,0,0,0,0,0
3312,3312,0,0,7,0,0,0,0,0,0,0,0,3312,0,7,8,0,0,0,0,0
3313,3313,0,0,7,0,0,0,0,0,0,0,0,3313,0,7,7,0,0,0,0,0
3320,3320,0,0,7,0,0,0,0,0,0,0,0,3320,0,7,11,0,0,0,0,0
3321,3321,0,0,7,0,0,0,0,0,0,0,0,3321,0,7,13,0,0,0,0,0
3322,3322,0,0,7,0,0,0,0,0,0,0,0,3322,0,7,8,0,0,0,0,0
3323,3323,0,0,7,0,0,0,0,0,0,0,0,3323,0,7,6,0,0,0,0,0
3330,3330,0,0,7,0,0,0,0,0,0,0,0,3330,0,7,7,0,0,0,0,0
3331,3331,0,0,7,0,0,0,0,0,0,0,0,3331,0,7,5,0,0,0,0,0
3332,3332,0,0,7,0,0,0,0,0,0,0,0,3332,0,7,3,0,0,0,0,0
3340,3340,0,0,8,0,16,0,0,0,0,0,0,3340,35,30,0,0,0,27,0,0
3341,3341,0,0,0,0,24,0,0,0,0,0,0,3341,18,28,0,0,0,25,0,0
3350,3350,0,0,0,0,0,0,0,0,0,0,0,3350,15,9,14,0,0,0,0,0
3351,3351,0,0,0,0,0,0,0,0,0,0,0,3351,21,8,0,0,0,0,0,0
3360,3360,0,7,7,0,0,0,0,0,0,0,0,3360,18,10,18,18,0,0,0,0
3361,3361,0,0,7,0,0,0,0,0,0,0,0,3361,17,10,17,17,0,0,0,0
3370,3370,0,0,0,0,0,0,0,0,0,0,0,3370,15,10,15,15,0,0,0,0
3371,3371,0,0,0,0,0,0,0,0,0,0,0,3371,14,10,14,14,0,0,0,0
3380,3380,0,7,3,0,0,0,0,0,0,0,0,3380,18,18,18,18,0,0,0,0
3381,3381,0,0,3,0,0,0,0,0,0,0,0,3381,7,7,7,7,0,0,0,0
3390,3390,0,0,3,0,0,0,0,0,0,0,0,3390,15,15,15,15,0,0,0,0
3391,3391,0,0,3,0,0,0,0,0,0,0,0,3391,6,6,6,6,0,0,0,0
3392,3392,0,0,3,0,0,0,0,0,0,0,0,3392,13,13,0,13,0,0,0,0
3393,3393,0,0,3,0,0,0,0,0,0,0,0,3393,10,11,0,10,0,0,0,0
3395,3395,0,0,3,0,0,0,0,0,0,0,0,3395,15,15,0,15,0,0,0,0
4000,4000,0,0,9,0,0,0,0,0,0,0,0,4000,14,9,0,11,0,0,0,0
4001,4001,0,0,9,0,0,0,0,0,0,0,0,4001,25,10,0,25,0,0,0,0
4010,4010,0,0,9,0,0,0,0,0,0,0,0,4010,31,11,0,31,0,0,0,0
4011,4011,0,0,9,0,0,0,0,0,0,0,0,4011,24,11,0,24,0,0,0,0
4020,4020,0,0,9,0,0,0,0,0,0,0,0,4020,13,9,0,13,0,0,0,0
4021,4021,0,0,9,0,0,0,0,0,0,0,0,4021,15,9,0,16,0,0,0,0
4030,4030,0,0,9,0,0,0,0,0,0,0,0,4030,31,9,0,31,0,0,0,0
4031,4031,0,0,9,0,0,0,0,0,0,0,0,4031,32,9,0,32,0,0,0,0
4032,4032,0,0,9,0,0,0,0,0,0,0,0,4032,31,9,0,31,0,0,0,0
4033,4033,0,0,9,0,0,0,0,0,0,0,0,4033,35,9,0,35,0,0,0,0
4040,4040,0,0,9,0,0,0,0,0,0,0,0,4040,32,9,0,32,0,0,0,0
4041,4041,0,0,9,0,0,0,0,0,0,0,0,4041,33,9,0,31,0,0,0,0
4042,4042,0,0,9,0,0,0,0,0,0,0,0,4042,29,9,0,29,0,0,0,0
4043,4043,0,0,9,0,0,0,0,0,0,0,0,4043,29,11,0,29,0,0,0,0
4050,4050,0,0,9,0,0,0,0,0,0,0,0,4050,21,10,0,21,0,0,0,0
4051,4051,0,0,9,0,0,0,0,0,0,0,0,4051,13,9,0,13,0,0,0,0
4052,4052,0,0,9,0,0,0,0,0,0,0,0,4052,17,9,0,17,0,0,0,0
4060,4060,0,0,9,0,0,0,0,0,0,0,0,4060,25,9,0,26,0,0,0,0
4061,4061,0,0,9,0,0,0,0,0,0,0,0,4061,20,9,0,20,0,0,0,0
4062,4062,0,0,9,0,0,0,0,0,0,0,0,4062,19,9,0,19,0,0,0,0
4070,4070,0,0,9,0,0,0,0,0,0,0,0,4070,32,9,0,32,0,0,0,0
4071,4071,0,0,9,0,0,0,0,0,0,0,0,4071,31,9,0,31,0,0,0,0
4080,4080,0,0,9,0,0,0,0,0,0,0,0,4080,33,9,0,33,0,0,0,0
4081,4081,0,0,9,0,0,0,0,0,0,0,0,4081,32,9,0,32,0,0,0,0
4082,4082,0,0,9,0,0,0,0,0,0,0,0,4082,38,9,0,38,0,0,0,0
4090,4090,0,0,9,0,0,0,0,0,0,0,0,4090,29,9,0,29,0,0,0,0
4091,4091,0,0,9,0,0,0,0,0,0,0,0,4091,29,9,0,29,0,0,0,0
4092,4092,0,0,9,0,0,0,0,0,0,0,0,4092,34,9,0,34,0,0,0,0
4100,4100,0,0,9,0,0,0,0,0,0,0,0,4100,36,9,0,36,0,0,0,0
4101,4101,0,0,9,0,0,0,0,0,0,0,0,4101,35,9,0,35,0,0,0,0
4102,4102,0,0,9,0,0,0,0,0,0,0,0,4102,34,9,0,34,0,0,0,0
4110,4110,0,0,9,0,0,0,0,0,0,0,0,4110,34,9,0,34,0,0,0,0
4111,4111,0,0,9,0,0,0,0,0,0,0,0,4111,33,9,0,33,0,0,0,0
4112,4112,0,0,9,0,0,0,0,0,0,0,0,4112,35,9,0,35,0,0,0,0
4120,4120,0,0,9,0,0,0,0,0,0,0,0,4120,30,9,0,30,0,0,0,0
4121,4121,0,0,9,0,0,0,0,0,0,0,0,4121,27,9,0,27,0,0,0,0
4130,4130,0,0,9,0,0,0,0,0,0,0,0,4130,31,9,0,31,0,0,0,0
4131,4131,0,0,9,0,0,0,0,0,0,0,0,4131,28,9,0,0,0,0,0,0
4132,4132,0,0,9,0,0,0,0,0,0,0,0,4132,28,9,0,22,0,0,0,0
4140,4140,0,0,9,0,0,0,0,0,0,0,0,4140,25,9,0,25,0,0,0,0
4141,4141,0,0,9,0,0,0,0,0,0,0,0,4141,32,9,0,32,0,0,0,0
4142,4142,0,0,9,0,0,0,0,0,0,0,0,4142,29,9,0,29,0,0,0,0
4150,4150,0,0,9,0,0,0,0,0,0,0,0,4150,23,9,0,23,0,0,0,0
4151,4151,0,0,9,0,0,0,0,0,0,0,0,4151,21,9,0,21,0,0,0,0
4152,4152,0,0,9,0,0,0,0,0,0,0,0,4152,30,9,0,30,0,0,0,0
4160,4160,0,0,9,0,0,0,0,0,0,0,0,4160,24,9,0,24,0,0,0,0
4161,4161,0,0,9,0,0,0,0,0,0,0,0,4161,26,9,0,26,0,0,0,0
4162,4162,0,0,9,0,0,0,0,0,0,0,0,4162,27,9,0,27,0,0,0,0
4170,4170,0,0,9,0,0,0,0,0,0,0,0,4170,29,9,0,29,0,0,0,0
4171,4171,0,0,9,0,0,0,0,0,0,0,0,4171,28,9,0,28,0,0,0,0
4172,4172,0,0,9,0,0,0,0,0,0,0,0,4172,32,9,0,32,0,0,0,0
4180,4180,0,0,9,0,0,0,0,0,0,0,0,4180,28,9,0,28,0,0,0,0
4181,4181,0,0,9,0,0,0,0,0,0,0,0,4181,29,9,0,29,0,0,0,0
4182,4182,0,0,9,0,0,0,0,0,0,0,0,4182,32,9,0,32,0,0,0,0
4183,4183,0,0,9,0,0,0,0,0,0,0,0,4183,33,9,0,33,0,0,0,0
4190,4190,0,3,3,0,0,0,0,0,0,0,0,4190,6,6,0,6,0,0,0,0
4191,4191,0,3,3,0,0,0,0,0,0,0,0,4191,3,3,0,3,0,0,0,0
4192,4192,0,3,3,0,0,0,0,0,0,0,0,4192,3,3,0,3,0,0,0,0
4193,4193,0,3,3,0,0,0,0,0,0,0,0,4193,3,3,0,3,0,0,0,0
4194,4194,0,3,3,0,0,0,0,0,0,0,0,4194,3,3,0,3,0,0,0,0
4195,4195,0,3,3,0,0,0,0,0,0,0,0,4195,3,3,0,3,0,0,0,0
4200,4200,0,3,3,0,0,0,0,0,0,0,0,4200,3,3,0,3,0,0,0,0
4201,4201,0,3,3,0,0,0,0,0,0,0,0,4201,3,3,0,3,0,0,0,0
4202,4202,0,3,3,0,0,0,0,0,0,0,0,4202,3,3,0,3,0,0,0,0
4203,4203,0,3,3,0,0,0,0,0,0,0,0,4203,3,3,0,3,0,0,0,0
4204,4204,0,3,3,0,0,0,0,0,0,0,0,4204,3,3,0,3,0,0,0,0
4210,4210,0,3,3,0,0,0,0,0,0,0,0,4210,8,8,0,8,0,0,0,0
4211,4211,0,3,3,0,0,0,0,0,0,0,0,4211,3,3,0,3,0,0,0,0
4212,4212,0,3,3,0,0,0,0,0,0,0,0,4212,3,3,0,3,0,0,0,0
4213,4213,0,3,3,0,0,0,0,0,0,0,0,4213,3,3,0,3,0,0,0,0
4220,4220,0,3,3,0,0,0,0,0,0,0,0,4220,3,3,0,3,0,0,0,0
4221,4221,0,0,3,0,0,0,0,0,0,0,0,4221,3,3,0,3,0,0,0,0
4222,4222,0,0,3,0,0,0,0,0,0,0,0,4222,3,3,0,3,0,0,0,0
4223,4223,0,3,3,0,0,0,0,0,0,0,0,4223,3,3,0,3,0,0,0,0
4224,4224,0,3,3,0,0,0,0,0,0,0,0,4224,3,3,0,3,0,0,0,0
4230,4230,0,3,3,0,0,0,0,0,0,0,0,4230,3,3,0,3,0,0,0,0
4231,4231,0,3,3,0,0,0,0,0,0,0,0,4231,3,3,0,3,0,0,0,0
4232,4232,0,3,3,0,0,0,0,0,0,0,0,4232,3,3,0,3,0,0,0,0
4233,4233,0,3,3,0,0,0,0,0,0,0,0,4233,3,3,0,3,0,0,0,0
4234,4234,0,3,3,0,0,0,0,0,0,0,0,4234,4,4,0,4,0,0,0,0
4241,4241,0,0,8,0,0,0,0,0,0,0,0,4241,29,7,0,29,0,0,0,0
4242,4242,0,0,8,0,0,0,0,0,0,0,0,4242,4,9,0,4,0,0,0,0
4243,4243,0,0,8,0,0,0,0,0,0,0,0,4243,6,9,0,7,0,0,0,0
4251,4251,0,0,8,0,0,0,0,0,0,0,0,4251,13,12,0,13,0,0,0,0
4252,4252,0,0,8,0,0,0,0,0,0,0,0,4252,4,8,0,4,0,0,0,0
4253,4253,0,0,8,0,0,0,0,0,0,0,0,4253,8,9,0,8,0,0,0,0
4261,4261,0,0,8,0,0,0,0,0,0,0,0,4261,17,15,0,17,0,0,0,0
4262,4262,0,0,8,0,0,0,0,0,0,0,0,4262,15,9,0,15,0,0,0,0
4263,4263,0,0,8,0,0,0,0,0,0,0,0,4263,14,15,0,14,0,0,0,0
4271,4271,0,0,8,0,0,0,0,0,0,0,0,4271,6,12,0,6,0,0,0,0
4272,4272,0,0,8,0,0,0,0,0,0,0,0,4272,11,22,0,11,0,0,0,0
4273,4273,0,0,8,0,0,0,0,0,0,0,0,4273,9,21,0,9,0,0,0,0
4281,4281,0,0,8,0,0,0,0,0,0,0,0,4281,14,18,0,15,0,0,0,0
4282,4282,0,0,8,0,0,0,0,0,0,0,0,4282,16,19,0,14,0,0,0,0
4283,4283,0,0,8,0,0,0,0,0,0,0,0,4283,7,11,0,7,0,0,0,0
4284,4284,0,0,8,0,0,0,0,0,0,0,0,4284,3,4,0,3,0,0,0,0
4291,4291,0,0,8,0,0,0,0,0,0,0,0,4291,15,17,0,11,0,0,0,0
4310,4310,0,0,9,0,0,0,0,0,0,0,0,4310,15,6,11,15,0,0,0,0
4311,4311,0,0,8,0,0,0,0,0,0,0,0,4311,15,6,11,15,0,0,0,0
4340,4340,0,0,8,0,0,0,0,0,0,0,0,4340,15,6,11,15,0,0,0,0
4341,4341,0,0,8,0,0,0,0,0,0,0,0,4341,13,6,9,13,0,0,0,0
4390,4390,0,0,0,0,0,0,0,0,0,0,0,4390,21,9,11,21,0,0,0,0
4391,4391,0,0,0,0,0,0,0,0,0,0,0,4391,30,7,22,30,0,0,0,0
4410,4410,0,0,0,0,0,0,0,0,0,0,0,4410,25,7,16,25,0,0,0,0
4411,4411,0,0,0,0,0,0,0,0,0,0,0,4411,23,7,16,23,0,0,0,0
4412,4412,0,0,0,0,0,0,0,0,0,0,0,4412,21,7,13,5,0,0,0,0
4440,4440,0,0,8,0,0,0,0,0,0,0,0,4440,0,42,0,19,0,0,0,0
4441,4441,0,0,8,0,0,0,0,0,0,0,0,4441,0,27,0,37,0,0,0,0
4442,4442,0,0,6,0,0,0,0,0,0,0,0,4442,13,52,0,0,0,0,0,0
4443,4443,0,0,4,0,0,0,0,0,0,0,0,4443,0,21,0,20,0,0,0,0
4444,4444,0,0,7,0,0,0,0,0,0,0,0,4444,0,32,0,45,0,0,0,0
4445,4445,0,0,5,0,0,0,0,0,0,0,0,4445,0,37,0,23,0,0,0,0
4450,4450,0,0,5,0,0,0,0,0,0,0,0,4450,0,35,0,6,0,0,0,0
4460,4460,0,0,5,0,32,0,6,0,0,0,0,4460,0,0,0,0,0,0,0,0
4470,4470,0,0,6,0,46,0,25,0,0,0,0,4470,0,0,0,0,0,0,0,0
4480,4480,0,0,4,0,43,0,24,0,0,0,0,4480,0,0,0,0,0,0,0,0
4490,4490,0,0,5,0,60,0,37,0,0,0,0,4490,0,0,0,0,0,0,0,0
4500,4500,0,0,5,0,126,0,59,0,0,0,0,4500,0,0,0,0,0,0,0,0
4510,4510,0,0,11,0,0,0,0,0,0,0,0,4510,9,16,0,9,0,0,0,0
4511,4511,0,0,11,0,0,0,0,0,0,0,0,4511,89,13,0,89,0,0,0,0
4512,4512,0,0,11,0,0,0,0,0,0,0,0,4512,16,13,16,16,0,0,0,0
4514,4514,0,0,11,0,0,0,0,0,0,0,0,4514,0,13,11,0,0,0,0,0
4520,4520,0,0,11,0,0,0,0,0,0,0,0,4520,6,13,0,0,0,0,0,0
4521,4521,0,0,11,0,0,0,0,0,0,0,0,4521,44,13,0,33,0,0,0,0
4522,4522,0,0,11,0,0,0,0,0,0,0,0,4522,16,13,19,16,0,0,0,0
4523,4523,0,0,11,0,0,0,0,0,0,0,0,4523,12,13,0,12,0,0,0,0
4530,4530,0,0,11,0,0,0,0,0,0,0,0,4530,8,14,0,6,0,0,0,0
4531,4531,0,0,11,0,0,0,0,0,0,0,0,4531,77,14,0,39,0,0,0,0
4532,4532,0,0,11,0,0,0,0,0,0,0,0,4532,16,14,16,16,0,0,0,0
4533,4533,0,0,11,0,0,0,0,0,0,0,0,4533,6,14,0,6,0,0,0,0
4540,4540,0,0,10,0,0,0,0,0,0,0,0,4540,6,11,0,0,0,0,0,0
4541,4541,0,0,10,0,0,0,0,0,0,0,0,4541,71,10,0,71,0,0,0,0
4542,4542,0,0,10,0,0,0,0,0,0,0,0,4542,16,10,16,16,0,0,0,0
4543,4543,0,0,10,0,0,0,0,0,0,0,0,4543,11,10,0,11,0,0,0,0
4544,4544,0,0,10,0,0,0,0,0,0,0,0,4544,0,10,23,0,0,0,0,0
4550,4550,0,0,6,0,0,0,0,0,0,0,0,4550,7,7,0,7,0,0,0,0
4551,4551,0,0,6,0,0,0,0,0,0,0,0,4551,7,7,0,7,0,0,0,0
4552,4552,0,0,6,0,0,0,0,0,0,0,0,4552,7,7,0,7,0,0,0,0
4553,4553,0,0,6,0,0,0,0,0,0,0,0,4553,7,7,0,7,0,0,0,0
4560,4560,0,0,6,0,0,0,0,0,0,0,0,4560,7,7,0,7,0,0,0,0
4561,4561,0,0,6,0,0,0,0,0,0,0,0,4561,7,7,0,7,0,0,0,0
4562,4562,0,0,6,0,0,0,0,0,0,0,0,4562,7,7,0,7,0,0,0,0
4564,4564,0,0,6,0,0,0,0,0,0,0,0,4564,7,7,0,7,0,0,0,0
4570,4570,0,0,6,0,0,0,0,0,0,0,0,4570,7,8,0,7,0,0,0,0
4571,4571,0,0,6,0,0,0,0,0,0,0,0,4571,7,8,0,7,0,0,0,0
4572,4572,0,0,6,0,0,0,0,0,0,0,0,4572,7,8,0,7,0,0,0,0
4573,4573,0,0,6,0,0,0,0,0,0,0,0,4573,7,8,0,7,0,0,0,0
4574,4574,0,0,6,0,0,0,0,0,0,0,0,4574,7,8,0,7,0,0,0,0
4575,4575,0,0,6,0,0,0,0,0,0,0,0,4575,7,8,0,7,0,0,0,0
4580,4580,0,0,7,0,0,0,0,0,0,0,0,4580,6,6,0,6,0,0,0,0
4581,4581,0,0,7,0,0,0,0,0,0,0,0,4581,6,6,0,6,0,0,0,0
4582,4582,0,0,7,0,0,0,0,0,0,0,0,4582,6,6,0,6,0,0,0,0
4583,4583,0,0,7,0,0,0,0,0,0,0,0,4583,6,6,0,6,0,0,0,0
4590,4590,0,0,5,0,0,0,0,0,0,0,0,4590,11,11,11,11,0,0,0,0
4591,4591,0,0,5,0,0,0,0,0,0,0,0,4591,9,9,11,9,0,0,0,0
4592,4592,0,0,5,0,0,0,0,0,0,0,0,4592,10,10,10,10,0,0,0,0
4600,4600,0,0,5,0,0,0,0,0,0,0,0,4600,9,8,10,8,0,0,0,0
4601,4601,0,0,5,0,0,0,0,0,0,0,0,4601,9,10,10,10,0,0,0,0
4602,4602,0,0,5,0,0,0,0,0,0,0,0,4602,12,11,11,11,0,0,0,0
4610,4610,0,0,5,0,0,0,0,0,0,0,0,4610,11,10,10,10,0,0,0,0
4611,4611,0,0,5,0,0,0,0,0,0,0,0,4611,15,14,14,14,0,0,0,0
4612,4612,0,0,5,0,0,0,0,0,0,0,0,4612,11,10,10,10,0,0,0,0
4620,4620,0,0,5,0,0,0,0,0,0,0,0,4620,10,9,9,9,0,0,0,0
4621,4621,0,0,5,0,0,0,0,0,0,0,0,4621,13,12,12,12,0,0,0,0
4622,4622,0,0,5,0,0,0,0,0,0,0,0,4622,10,9,9,9,0,0,0,0
4650,4650,0,0,7,0,0,0,0,0,0,0,0,4650,25,25,0,25,0,0,0,0
4651,4651,0,0,7,0,0,0,0,0,0,0,0,4651,25,25,0,25,0,0,0,0
4660,4660,0,0,7,0,0,0,0,0,0,0,0,4660,25,25,0,25,0,0,0,0
4661,4661,0,0,7,0,0,0,0,0,0,0,0,4661,25,25,0,25,0,0,0,0
4670,4670,0,0,7,0,0,0,0,0,0,0,0,4670,25,25,0,25,0,0,0,0
4671,4671,0,0,7,0,0,0,0,0,0,0,0,4671,25,25,0,25,0,0,0,0
4672,4672,0,0,7,0,0,0,0,0,0,0,0,4672,25,25,0,25,0,0,0,0
4673,4673,0,0,7,0,0,0,0,0,0,0,0,4673,25,25,0,25,0,0,0,0
4680,4680,0,0,7,0,0,0,0,0,0,0,0,4680,25,25,0,25,0,0,0,0
4681,4681,0,0,7,0,0,0,0,0,0,0,0,4681,25,25,0,25,0,0,0,0
4690,4690,0,0,7,0,0,0,0,0,0,0,0,4690,0,19,0,0,20,18,0,0
4700,4700,0,0,7,0,0,0,0,0,0,0,0,4700,0,9,0,0,10,14,0,0
4710,4710,0,0,7,0,0,0,0,0,0,0,0,4710,0,22,0,0,8,25,0,0
4720,4720,0,0,7,0,0,0,0,0,0,0,0,4720,0,17,0,0,6,25,0,0
4750,4750,5,0,0,0,0,0,0,0,0,0,0,4750,22,16,0,22,0,0,0,0
4760,4760,5,0,0,0,0,0,0,0,0,0,0,4760,22,13,0,22,0,0,0,0
4770,4770,0,0,4,0,0,0,0,0,0,0,0,4770,23,17,0,23,0,0,0,0
4780,4780,0,0,4,0,0,0,0,0,0,0,0,4780,19,17,0,19,0,0,0,0
4790,4790,0,0,4,0,0,0,0,0,0,0,0,4790,27,14,0,27,0,0,0,0
4791,4791,0,0,4,0,0,0,0,0,0,0,0,4791,15,14,0,15,0,0,0,0
4800,4800,0,0,4,0,0,0,0,0,0,0,0,4800,15,18,0,15,0,0,0,0
4801,4801,0,0,4,0,0,0,0,0,0,0,0,4801,18,14,0,18,0,0,0,0
4810,4810,0,0,5,0,0,0,0,0,0,0,0,4810,16,20,0,16,0,0,0,0
4870,4870,2,0,0,0,0,0,0,0,0,0,0,4870,0,16,0,16,0,17,0,0
4880,4880,0,0,0,0,0,0,0,0,0,0,0,4880,0,15,0,0,0,17,0,0
4881,4881,0,0,0,0,0,0,0,0,0,0,0,4881,9,17,0,0,0,0,0,0
4890,4890,0,0,0,0,0,0,0,0,0,0,0,4890,11,14,0,11,11,10,0,11
4910,4910,0,0,0,0,0,0,0,0,0,0,0,4910,0,9,0,8,0,4,0,3
4920,4920,0,0,0,0,0,0,0,0,0,0,0,4920,0,32,0,10,0,39,0,6
4921,4921,0,0,0,0,0,0,0,0,0,0,0,4921,0,34,0,8,0,60,0,6
4922,4922,0,0,0,0,0,0,0,0,0,0,0,4922,0,31,0,9,0,32,0,4
4923,4923,0,0,0,0,0,0,0,0,0,0,0,4923,0,31,0,5,0,32,0,5
4940,4940,0,0,4,0,0,0,0,0,0,0,0,4940,0,21,0,14,0,15,0,9
4941,4941,0,0,4,0,0,0,0,0,0,0,0,4941,0,13,0,28,0,15,0,24
4950,4950,0,0,4,0,0,0,0,0,0,0,0,4950,0,10,0,0,0,0,0,7
4960,4960,0,0,0,0,0,0,0,0,0,0,0,4960,56,16,0,0,0,0,0,0
