code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,14.0,0.056
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,18.0,0.053
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,24.0,0.052
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,32.0,0.049
2125,0.05,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.53,40.0,0.049
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,0.0,0.381
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,0.4,0.336
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,1.0,0.326
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,2.0,0.215
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,3.0,0.122
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,4.0,0.088
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,5.0,0.071
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,6.0,0.062
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,10.0,0.048
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,14.0,0.04
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,18.0,0.04
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,24.0,0.037
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,32.0,0.037
2126,0.03,0.05,0.0741025641025641,0.1464102564102564,0.26692307692307693,0.507948717948718,0.99,1.49,40.0,0.035
2190,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.3,0.336
2190,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.4,0.253
2190,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,4.8,0.198
2190,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,7.7,0.096
2190,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,10.0,0.081
2190,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,15.6,0.069
2191,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.7,0.346
2191,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.4,0.292
2191,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.6,0.25
2191,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.0,0.2
2191,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,3.0,0.132
2191,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,6.1,0.092
2192,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.6,0.366
2192,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.9,0.31
2192,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.5,0.234
2192,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.3,0.146
2192,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,3.5,0.116
2192,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,6.2,0.098
2193,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.4,0.395
2193,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.7,0.35
2193,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.3,0.291
2193,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.2,0.191
2193,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.8,0.118
2193,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,5.5,0.082
2194,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.4,0.398
2194,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.1,0.335
2194,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.6,0.267
2194,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.6,0.149
2194,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,3.8,0.112
2194,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,6.8,0.091
2195,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.5,0.395
2195,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.4,0.35
2195,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.6,0.319
2195,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.8,0.224
2195,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,3.8,0.157
2195,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,8.0,0.106
2196,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.4,0.348
2196,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.6,0.235
2196,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.8,0.161
2196,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.0,0.129
2196,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.2,0.12
2196,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.0,0.109
2197,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.6,0.356
2197,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.8,0.312
2197,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.3,0.265
2197,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.3,0.205
2197,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,3.1,0.129
2197,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,6.0,0.094
2198,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,0.3,0.403
2198,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.1,0.324
2198,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,1.6,0.222
2198,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,2.4,0.152
2198,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,3.7,0.123
2198,0.03,0.08,0.1035897435897436,0.17435897435897438,0.2923076923076923,0.5282051282051282,1.0,1.55,7.6,0.101
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.3,0.374
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.1,0.369
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.6,0.345
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.9,0.316
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,2.2,0.292
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,2.7,0.252
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,3.0,0.214
2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,3.3,0.191
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.3,0.371
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.5,0.343
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.8,0.313
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.0,0.265
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.2,0.22
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.4,0.18
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.6,0.158
2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.9,0.132
2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.5,0.249
2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.6,0.227
2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.9,0.197
2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,2.0,0.171
2202,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,2.1,0.149
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.2,0.375
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.4,0.365
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.5,0.343
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,0.8,0.315
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.0,0.271
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.2,0.238
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.3,0.207
2203,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,1.4,0.189
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,9.9,0.1153
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,13.3,0.0992
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,13.4,0.097
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,15.0,0.0916
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,17.8,0.0897
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,27.5,0.0811
2210,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.826,42.8,0.0683
2211,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,7.3,0.0965
2211,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,6.7,0.096
2211,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,9.0,0.0779
2211,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,9.7,0.0805
2211,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,10.2,0.0812
2211,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,17.3,0.0668
2212,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,13.1,0.0897
2212,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,13.7,0.0853
2212,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.741,14.3,0.083
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,10.0,0.1065
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,10.2,0.108
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,11.0,0.1068
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,14.3,0.0941
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,15.6,0.0892
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,21.4,0.0796
2213,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.754,21.5,0.0803
2214,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.787,9.6,0.116
2214,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.787,10.3,0.1102
2215,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.787,14.5,0.0932
2215,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.787,15.5,0.0889
2216,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.727,9.9,0.113
2216,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.727,14.2,0.0925
2216,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.727,14.4,0.0873
2216,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.727,21.4,0.0778
2217,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.697,6.9,0.0955
2217,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.697,7.0,0.0893
2217,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.697,10.1,0.0757
2217,0.038,0.073,0.15658490566037736,0.49,0.86,0.98,1.0,1.697,17.1,0.063
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,0.1,0.327
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,0.6,0.314
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,3.6,0.302
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,5.5,0.292
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,6.8,0.282
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,7.3,0.273
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,7.5,0.263
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,7.4,0.25
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,8.2,0.236
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,8.5,0.204
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,9.4,0.184
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,10.9,0.163
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,12.4,0.142
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,14.5,0.119
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,16.6,0.101
2220,0.0,0.0,0.3970967741935484,0.6712960893854749,0.774,0.8933389494549059,0.931,1.78,19.0,0.086
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,0.0,0.314
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,0.2,0.312
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,0.3,0.309
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,0.3,0.307
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,0.7,0.3
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,1.1,0.296
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,1.7,0.291
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,2.8,0.286
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,3.7,0.281
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,4.3,0.276
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,4.8,0.271
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,4.9,0.258
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,5.3,0.253
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,5.7,0.228
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,5.9,0.223
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,5.7,0.2069
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,6.3,0.187
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,7.5,0.166
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,8.1,0.155
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,9.2,0.134
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,11.0,0.113
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,13.4,0.091
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,16.8,0.07
2221,0.0,0.0,0.2539677419354839,0.49545251396648043,0.616,0.7875887016848365,0.853,1.78,24.0,0.053
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.4,0.411
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.5,0.382
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.6,0.357
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.6,0.309
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.7,0.218
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.8,0.15
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,0.9,0.1
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,1.2,0.053
2250,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.56,1.6,0.043
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,0.5,0.414
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,0.7,0.235
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,0.7,0.175
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,0.8,0.11
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,0.9,0.078
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,1.2,0.059
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,1.4,0.047
2251,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.53,1.8,0.041
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.4,0.419
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.6,0.392
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.6,0.364
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.7,0.259
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.7,0.173
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.8,0.129
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,0.9,0.097
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,1.2,0.057
2252,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.52,1.5,0.045
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,0.5,0.348
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,0.6,0.195
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,0.7,0.15
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,0.8,0.087
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,1.0,0.062
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,1.2,0.049
2253,0.0,0.1,0.1473684210526316,0.2894736842105263,0.5263157894736843,1.0,1.0,1.5,1.5,0.042
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,3.0,0.348
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,3.2,0.348
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,3.4,0.329
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,5.0,0.086
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,3.8,0.261
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,4.0,0.203
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,4.2,0.171
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,4.4,0.14
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,4.6,0.113
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,4.8,0.1
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,5.0,0.086
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,5.4,0.071
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,5.5,0.066
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,5.8,0.055
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,6.4,0.043
2310,0.0,0.002500000000000002,0.03875000000000001,0.38,0.9,1.0,1.0,1.71,6.5,0.047
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,0.0,0.371
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,1.0,0.36
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,3.0,0.351
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,5.0,0.327
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,10.0,0.166
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,30.0,0.055
2334,0.0,0.0,0.0659124087591241,0.27488372093023256,0.6993023255813953,0.9416058394160585,1.0,1.703,50.0,0.04
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,0.0,0.342
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,1.0,0.325
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,3.0,0.28
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,5.0,0.19
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,10.0,0.135
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,30.0,0.103
2342,0.0,0.023953488372093025,0.11102189781021898,0.4020930232558139,0.7625581395348836,0.9635036496350364,1.0,1.6,50.0,0.09
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,0.4,0.364
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,1.0,0.363
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,2.0,0.355
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,3.0,0.33
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,3.5,0.296
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,5.0,0.209
