particle_fraction,theta_sat,horizon,particle_size,family,OM_content,bulk_density,pH,location,code,keyword,avetemp_jan,avetemp_jul,date,depth_lower,theta,annual_rain,texture,particle_density,porosity,series,preshead,k_sat,depth_upper
0.999,0.402,Bt3,1000.0,siliceous isohyperthermic Psammentic Paleustalf,0.1,1.6,5.0,"ICRISAT, Sadore, Niger",2103,undisturbed,,,1987-88,99.0,,58.0,loamy sand,2.6,,Laboucheri,,499.0,71.0
1.0,0.402,Bt3,2000.0,siliceous isohyperthermic Psammentic Paleustalf,0.1,1.6,5.0,"ICRISAT, Sadore, Niger",2103,undisturbed,,,1987-88,99.0,,58.0,loamy sand,2.6,,Laboucheri,,499.0,71.0
0.044,0.398,Bt4,0.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.086,0.398,Bt4,2.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.101,0.398,Bt4,20.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.125,0.398,Bt4,50.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.272,0.398,Bt4,100.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.689,0.398,Bt4,250.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.948,0.398,Bt4,500.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.999,0.398,Bt4,1000.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
1.0,0.398,Bt4,2000.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2104,undisturbed,,,1987-88,155.0,,58.0,loamy sand,2.7,,Laboucheri,,552.345,99.0
0.042,0.393,Bt5,0.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.083,0.393,Bt5,2.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.096,0.393,Bt5,20.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.128,0.393,Bt5,50.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.274,0.393,Bt5,100.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.711,0.393,Bt5,250.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.953,0.393,Bt5,500.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.999,0.393,Bt5,1000.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
1.0,0.393,Bt5,2000.0,siliceous isohyperthermic Psammentic Paleustalf,0.08,1.6,5.2,"ICRISAT, Sadore, Niger",2105,undisturbed,,,1987-88,280.0,,58.0,loamy sand,2.7,,Laboucheri,,458.0,155.0
0.04,0.367,Ap,2.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.22,0.367,Ap,50.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.367,0.367,Ap,125.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.659,0.367,Ap,250.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.901,0.367,Ap,500.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.981,0.367,Ap,1000.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.994,0.367,Ap,2000.0,clayey kaolinitic thermic Typic Fragiudult,,1.53,,"Lillington, NC, USA",2110,undisturbed,,,Aug-79,23.0,,,loamy sand,,,Gilead,,16.32,0.0
0.07,0.296,E,2.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.27,0.296,E,50.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.423,0.296,E,125.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.663,0.296,E,250.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.894,0.296,E,500.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.989,0.296,E,1000.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.999,0.296,E,2000.0,clayey kaolinitic thermic Typic Fragiudult,,1.67,,"Lillington, NC, USA",2111,undisturbed,,,Aug-79,36.0,,,sandy loam,,,Gilead,,18.24,23.0
0.03,0.379,Ap,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.6,,"Jackson Springs, NC, USA",2120,undisturbed,,,Oct-77,15.0,,,sand,,,Blanton,,472.8,0.0
0.09,0.379,Ap,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.6,,"Jackson Springs, NC, USA",2120,undisturbed,,,Oct-77,15.0,,,sand,,,Blanton,,472.8,0.0
1.0,0.379,Ap,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.6,,"Jackson Springs, NC, USA",2120,undisturbed,,,Oct-77,15.0,,,sand,,,Blanton,,472.8,0.0
0.03,0.365,E1,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.63,,"Jackson Springs, NC, USA",2121,undisturbed,,,Oct-77,28.0,,,sand,,,Blanton,,288.0,15.0
0.08,0.365,E1,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.63,,"Jackson Springs, NC, USA",2121,undisturbed,,,Oct-77,28.0,,,sand,,,Blanton,,288.0,15.0
1.0,0.365,E1,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.63,,"Jackson Springs, NC, USA",2121,undisturbed,,,Oct-77,28.0,,,sand,,,Blanton,,288.0,15.0
0.07,0.369,E2,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.64,,"Jackson Springs, NC, USA",2122,undisturbed,,,Oct-77,45.0,,,sand,,,Blanton,,460.8,28.0
0.13,0.369,E2,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.64,,"Jackson Springs, NC, USA",2122,undisturbed,,,Oct-77,45.0,,,sand,,,Blanton,,460.8,28.0
1.0,0.369,E2,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.64,,"Jackson Springs, NC, USA",2122,undisturbed,,,Oct-77,45.0,,,sand,,,Blanton,,460.8,28.0
0.07,0.406,E3,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.55,,"Jackson Springs, NC, USA",2123,undisturbed,,,Oct-77,61.0,,,sand,,,Blanton,,772.8000000000001,45.0
0.12,0.406,E3,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.55,,"Jackson Springs, NC, USA",2123,undisturbed,,,Oct-77,61.0,,,sand,,,Blanton,,772.8000000000001,45.0
1.0,0.406,E3,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.55,,"Jackson Springs, NC, USA",2123,undisturbed,,,Oct-77,61.0,,,sand,,,Blanton,,772.8000000000001,45.0
0.05,0.396,E4,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.55,,"Jackson Springs, NC, USA",2124,undisturbed,,,Oct-77,97.0,,,sand,,,Blanton,,1015.2,61.0
0.1,0.396,E4,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.55,,"Jackson Springs, NC, USA",2124,undisturbed,,,Oct-77,97.0,,,sand,,,Blanton,,1015.2,61.0
1.0,0.396,E4,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.55,,"Jackson Springs, NC, USA",2124,undisturbed,,,Oct-77,97.0,,,sand,,,Blanton,,1015.2,61.0
0.05,0.366,E5,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.53,,"Jackson Springs, NC, USA",2125,undisturbed,,,Oct-77,132.0,,,sand,,,Blanton,,1168.8,97.0
0.08,0.366,E5,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.53,,"Jackson Springs, NC, USA",2125,undisturbed,,,Oct-77,132.0,,,sand,,,Blanton,,1168.8,97.0
1.0,0.366,E5,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.53,,"Jackson Springs, NC, USA",2125,undisturbed,,,Oct-77,132.0,,,sand,,,Blanton,,1168.8,97.0
0.03,0.381,E6,2.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.49,,"Jackson Springs, NC, USA",2126,undisturbed,,,Oct-77,152.0,,,sand,,,Blanton,,1099.2,132.0
0.05,0.381,E6,50.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.49,,"Jackson Springs, NC, USA",2126,undisturbed,,,Oct-77,152.0,,,sand,,,Blanton,,1099.2,132.0
0.99,0.381,E6,2000.0,"loamy, siliceous, thermic Grossarenic Paleudult",,1.49,,"Jackson Springs, NC, USA",2126,undisturbed,,,Oct-77,152.0,,,sand,,,Blanton,,1099.2,132.0
0.08,0.41,Ap,2.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.45,,"Kinston, NC, USA",2130,undisturbed,6.7,26.1,7/8/1976,23.0,,129.03,sandy loam,,,Rains,,25.99,0.0
0.29,0.41,Ap,50.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.45,,"Kinston, NC, USA",2130,undisturbed,6.7,26.1,7/8/1976,23.0,,129.03,sandy loam,,,Rains,,25.99,0.0
1.0,0.41,Ap,2000.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.45,,"Kinston, NC, USA",2130,undisturbed,6.7,26.1,7/8/1976,23.0,,129.03,sandy loam,,,Rains,,25.99,0.0
0.13,0.306,BA,2.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.72,,"Kinston, NC, USA",2131,undisturbed,6.7,26.1,7/8/1976,36.0,,129.03,sandy loam,,,Rains,,15.6,23.0
0.29,0.306,BA,50.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.72,,"Kinston, NC, USA",2131,undisturbed,6.7,26.1,7/8/1976,36.0,,129.03,sandy loam,,,Rains,,15.6,23.0
1.0,0.306,BA,2000.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.72,,"Kinston, NC, USA",2131,undisturbed,6.7,26.1,7/8/1976,36.0,,129.03,sandy loam,,,Rains,,15.6,23.0
0.14,0.31,Btg1,2.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.72,,"Kinston, NC, USA",2132,undisturbed,6.7,26.1,7/8/1976,56.0,,129.03,sandy loam,,,Rains,,5.5200000000000005,36.0
0.32,0.31,Btg1,50.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.72,,"Kinston, NC, USA",2132,undisturbed,6.7,26.1,7/8/1976,56.0,,129.03,sandy loam,,,Rains,,5.5200000000000005,36.0
1.0,0.31,Btg1,2000.0,"fine-loamy, siliceous, thermic Typic Paleaquult",,1.72,,"Kinston, NC, USA",2132,undisturbed,6.7,26.1,7/8/1976,56.0,,129.03,sandy loam,,,Rains,,5.5200000000000005,36.0
,0.41,A,,sandy mixed mesic Dystric Fluventic Eutrochrept,,1.44,,"Massey Univ., Palmerston North, New Zealand",2140,"disturbed, undisturbed",16.9,8.3,1981&88,50.0,,91.7,silt loam,2.65,,Manawatu,,540.0,0.0
,0.41,,,,,1.44,,,2140,,,,,,,,,2.65,,,3.0,540.0,
,0.41,,,,,1.44,,,2140,,,,,,,,,2.65,,,33.0,540.0,
,0.41,,,,,1.44,,,2140,,,,,,,,,2.65,,,63.0,540.0,
,0.41,,,,,1.44,,,2140,,,,,,,,,2.65,,,83.0,540.0,
,0.41,A,,sandy mixed mesic Dystric Fluventic Eutrochrept,,1.44,,"Massey Univ., Palmerston North, New Zealand",2140,"disturbed, undisturbed",16.9,8.3,1981&88,50.0,0.43,91.7,silt loam,2.65,,Manawatu,0.0,540.0,0.0
,0.41,A,,sandy mixed mesic Dystric Fluventic Eutrochrept,,1.44,,"Massey Univ., Palmerston North, New Zealand",2140,"disturbed, undisturbed",16.9,8.3,1981&88,50.0,0.43,91.7,silt loam,2.65,,Manawatu,1.0,540.0,0.0
,0.41,A,,sandy mixed mesic Dystric Fluventic Eutrochrept,,1.44,,"Massey Univ., Palmerston North, New Zealand",2140,"disturbed, undisturbed",16.9,8.3,1981&88,50.0,0.42,91.7,silt loam,2.65,,Manawatu,4.0,540.0,0.0
,0.41,A,,sandy mixed mesic Dystric Fluventic Eutrochrept,,1.44,,"Massey Univ., Palmerston North, New Zealand",2140,"disturbed, undisturbed",16.9,8.3,1981&88,50.0,0.42,91.7,silt loam,2.65,,Manawatu,10.0,540.0,0.0
,0.41,,,,,1.44,,,2140,,,,,,0.372,,,2.65,,,63.0,540.0,
,0.41,,,,,1.44,,,2140,,,,,,0.376,,,2.65,,,33.0,540.0,
,0.41,,,,,1.44,,,2140,,,,,,0.401,,,2.65,,,3.0,540.0,
,0.4,C,,Sandy mixed mesic Dystric Fluventic Eutrochrept,,1.4,,"Massey Univ., Palmerston North, New Zealand",2141,disturbed,16.9,8.3,1981,100.0,,91.7,sand,2.65,,Manawatu,,173.0,50.0
,0.4,,,,,1.4,,,2141,,,,,,0.4,,,2.65,,,4.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.3255,,,2.65,,,30.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.2375,,,2.65,,,40.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.194,,,2.65,,,45.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.1854,,,2.65,,,50.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.149,,,2.65,,,55.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.143,,,2.65,,,60.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.126,,,2.65,,,65.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.108,,,2.65,,,70.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.0824,,,2.65,,,100.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.0704,,,2.65,,,140.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.05,,,2.65,,,1000.0,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.4,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.382,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.369,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.344,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.338,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.33,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.323,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.318,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.312,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.308,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.291,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.287,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.285,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.281,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.275,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.267,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.265,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.264,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.258,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.253,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.251,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.239,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.236,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.234,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.228,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.224,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.222,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.215,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.214,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.21,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.208,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.204,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.203,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.194,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.186,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.179,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.178,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.175,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.169,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.164,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.148,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.109,,,2.65,,,,173.0,
,0.4,,,,,1.4,,,2141,,,,,,0.089,,,2.65,,,,173.0,
,0.4,A,,coarse-loamy mixed mesic Fluventic Udic Ustochrept,,1.14,,"Havelock North, New Zealand",2150,undisturbed,17.8,7.2,Mar-88,20.0,,80.9,sandy loam,,,Twyford,,518.0,0.0
,0.4,,,,,1.14,,,2150,,,,,,0.248,,,,,,63.0,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.28,,,,,,33.0,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.391,,,,,,3.0,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.428,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.42,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.405,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.369,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.365,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.36,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.32,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.305,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.298,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.264,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.262,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.245,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.24,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.232,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.23,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.207,,,,,,,518.0,
,0.4,,,,,1.14,,,2150,,,,,,0.2,,,,,,,518.0,
,0.3,C,,coarse-loamy mixed mesic Fluventic Udic Ustochrept,,1.45,,"Havelock North, New Zealand",2151,undisturbed,17.8,7.2,Mar-88,60.0,,80.9,sandy loam,,,Twyford,,518.0,30.0
,0.3,C,,coarse-loamy mixed mesic Fluventic Udic Ustochrept,,1.45,,"Havelock North, New Zealand",2151,undisturbed,17.8,7.2,Mar-88,60.0,0.27,80.9,sandy loam,,,Twyford,0.0,518.0,30.0
,0.3,C,,coarse-loamy mixed mesic Fluventic Udic Ustochrept,,1.45,,"Havelock North, New Zealand",2151,undisturbed,17.8,7.2,Mar-88,60.0,0.26,80.9,sandy loam,,,Twyford,1.0,518.0,30.0
,0.3,C,,coarse-loamy mixed mesic Fluventic Udic Ustochrept,,1.45,,"Havelock North, New Zealand",2151,undisturbed,17.8,7.2,Mar-88,60.0,0.25,80.9,sandy loam,,,Twyford,4.0,518.0,30.0
,0.3,C,,coarse-loamy mixed mesic Fluventic Udic Ustochrept,,1.45,,"Havelock North, New Zealand",2151,undisturbed,17.8,7.2,Mar-88,60.0,0.22,80.9,sandy loam,,,Twyford,10.0,518.0,30.0
,0.3,,,,,1.45,,,2151,,,,,,0.102,,,,,,63.0,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.185,,,,,,33.0,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.291,,,,,,3.0,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.305,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.303,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.3,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.292,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.291,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.29,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.23,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.225,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.185,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.175,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.115,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.102,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.076,,,,,,,518.0,
,0.3,,,,,1.45,,,2151,,,,,,0.075,,,,,,,518.0,
0.258,0.687,Ap,2.0,,,0.781,,"Ami, Inasiki, Ibaraki, Japan",2160,undisturbed,4.7,21.5,Dec-89,27.0,,146.0,silt loam,2.79,0.72,Ami,,,23.0
0.709,0.687,Ap,20.0,,,0.781,,"Ami, Inasiki, Ibaraki, Japan",2160,undisturbed,4.7,21.5,Dec-89,27.0,,146.0,silt loam,2.79,0.72,Ami,,,23.0
0.973,0.687,Ap,200.0,,,0.781,,"Ami, Inasiki, Ibaraki, Japan",2160,undisturbed,4.7,21.5,Dec-89,27.0,,146.0,silt loam,2.79,0.72,Ami,,,23.0
1.0,0.687,Ap,2000.0,,,0.781,,"Ami, Inasiki, Ibaraki, Japan",2160,undisturbed,4.7,21.5,Dec-89,27.0,,146.0,silt loam,2.79,0.72,Ami,,,23.0
0.156,0.782,BW,2.0,,,0.556,,"Ami, Inasiki, Ibaraki, Japan",2161,undisturbed,4.7,21.5,Dec-89,37.0,,146.0,silt loam,2.76,0.799,Ami,,,33.0
0.763,0.782,BW,20.0,,,0.556,,"Ami, Inasiki, Ibaraki, Japan",2161,undisturbed,4.7,21.5,Dec-89,37.0,,146.0,silt loam,2.76,0.799,Ami,,,33.0
0.987,0.782,BW,200.0,,,0.556,,"Ami, Inasiki, Ibaraki, Japan",2161,undisturbed,4.7,21.5,Dec-89,37.0,,146.0,silt loam,2.76,0.799,Ami,,,33.0
1.0,0.782,BW,2000.0,,,0.556,,"Ami, Inasiki, Ibaraki, Japan",2161,undisturbed,4.7,21.5,Dec-89,37.0,,146.0,silt loam,2.76,0.799,Ami,,,33.0
0.22,,A,2.0,Hapludult,3.4,0.804,,"Iwatagahara, Shizuoka, Japan",2170,undisturbed,6.0,25.2,,30.0,,236.1,silt loam,2.67,0.7000000000000001,Iwatagahara,,,20.0
0.74,,A,20.0,Hapludult,3.4,0.804,,"Iwatagahara, Shizuoka, Japan",2170,undisturbed,6.0,25.2,,30.0,,236.1,silt loam,2.67,0.7000000000000001,Iwatagahara,,,20.0
1.0,,A,2000.0,Hapludult,3.4,0.804,,"Iwatagahara, Shizuoka, Japan",2170,undisturbed,6.0,25.2,,30.0,,236.1,silt loam,2.67,0.7000000000000001,Iwatagahara,,,20.0
0.36,,B,2.0,Hapludult,1.3,1.16,,"Iwatagahara, Shizuoka, Japan",2171,undisturbed,6.0,25.2,,70.0,,236.1,clay loam,2.69,0.5700000000000001,Iwatagahara,,,50.0
0.75,,B,20.0,Hapludult,1.3,1.16,,"Iwatagahara, Shizuoka, Japan",2171,undisturbed,6.0,25.2,,70.0,,236.1,clay loam,2.69,0.5700000000000001,Iwatagahara,,,50.0
