particle_density,texture,porosity,series,conductivity,depth_lower,OM_content,k_sat,theta_sat,pH,location,depth_upper,code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4001,0.013,0.041,0.125,0.7981666666666667,0.994,0.999,1.0,1.62,15850.0,0.027
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,1.0,0.415
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,3.0,0.4
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,10.0,0.388
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,32.0,0.337
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,100.0,0.166
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,200.0,0.097
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,631.0,0.055
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,2513.0,0.039
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4021,0.025,0.126,0.346,0.848,0.993,0.999,1.0,1.44,15850.0,0.033
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,1.0,0.429
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,3.0,0.419
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,10.0,0.409
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,32.0,0.368
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,100.0,0.105
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,200.0,0.053
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,631.0,0.04
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,2513.0,0.038
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4051,0.028,0.092,0.258,0.7838333333333333,0.993,0.999,1.001,1.44,15850.0,0.027
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,1.0,0.342
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,3.0,0.326
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,10.0,0.314
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,32.0,0.289
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,100.0,0.175
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,200.0,0.116
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,631.0,0.05
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,2513.0,0.022
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4052,0.02,0.105,0.32,0.8138333333333333,0.988,0.999,1.0,1.6,15850.0,0.019
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,1.0,0.3
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,10.0,0.3
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,3.0,0.304
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,32.0,0.271
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,100.0,0.145
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,200.0,0.086
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,631.0,0.055
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,2513.0,0.025
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4061,0.035,0.045,0.255,0.8494999999999999,0.997,1.0,1.0,1.68,15850.0,0.026
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,1.0,0.357
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,3.0,0.351
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,10.0,0.346
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,32.0,0.325
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,100.0,0.272
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,200.0,0.194
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,631.0,0.121
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,2513.0,0.03
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4131,0.043,0.061,0.219,0.7226666666666667,0.976,0.995,1.0,1.61,15850.0,0.026
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,1.0,0.332
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,3.0,0.325
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,10.0,0.32
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,32.0,0.31
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,100.0,0.214
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,200.0,0.066
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,631.0,0.044
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,2513.0,0.037
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4132,0.068,0.106,0.483,0.8801666666666667,0.971,0.995,1.0,1.71,15850.0,0.029
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,1.0,0.413
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,3.0,0.401
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,10.0,0.395
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,32.0,0.331
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,100.0,0.195
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,200.0,0.16
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,631.0,0.138
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,2513.0,0.038
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4141,0.033,0.082,0.205,0.7683333333333333,0.985,0.997,1.0,1.39,15850.0,0.036
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,1.0,0.3515
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,3.0,0.344
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,10.0,0.338
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,32.0,0.307
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,100.0,0.13
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,200.0,0.058
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,631.0,0.044
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,2513.0,0.017
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4142,0.018,0.042,0.192,0.75,0.955,0.99,1.0,1.63,15850.0,0.016
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,1.0,0.366
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,3.0,0.353
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,10.0,0.346
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,32.0,0.324
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,100.0,0.205
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,200.0,0.187
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,631.0,0.162
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,2513.0,0.038
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4151,0.035,0.07,0.193,0.6466666666666666,0.92,0.97,1.0,1.62,15850.0,0.035
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,1.0,0.3469
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,3.0,0.338
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,10.0,0.332
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,32.0,0.318
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,100.0,0.213
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,200.0,0.132
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,631.0,0.088
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,2513.0,0.03
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4152,0.035,0.063,0.277,0.7756666666666666,0.954,0.983,1.0,1.69,15850.0,0.025
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,126.0,0.104
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,103.0,0.168
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,89.0,0.176
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,80.0,0.239
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,69.0,0.268
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,24.0,0.283
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,26.0,0.304
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,60.0,0.314
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4242,0.024,0.075,0.25550000000000006,0.8191340782122905,0.8449720670391061,0.8966480446927374,1.0,,5.0,0.33
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,72.0,0.142
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,71.0,0.169
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,70.0,0.186
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,63.0,0.203
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,62.0,0.214
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,61.0,0.222
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,33.0,0.284
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,25.0,0.295
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4243,0.024,0.06,0.2333333333333334,0.708659217877095,0.7502793296089385,0.8335195530726257,1.0,,5.0,0.315
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,98.0,0.106
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,92.0,0.128
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,82.0,0.133
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,66.0,0.213
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,58.0,0.235
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,46.0,0.258
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,27.0,0.29
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4252,0.026,0.062,0.23516666666666675,0.8210893854748603,0.8466480446927374,0.8977653631284916,1.0,,5.0,0.325
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,102.0,0.145
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,75.0,0.156
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,109.0,0.162
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,105.0,0.195
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,50.0,0.236
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,60.0,0.214
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,80.0,0.239
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,12.0,0.326
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4253,0.023,0.081,0.3123333333333334,0.7917597765363129,0.8215083798882682,0.8810055865921788,1.0,,5.0,0.3355
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,255.0,0.059
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,507.0,0.072
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,178.0,0.073
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,223.0,0.076
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,419.0,0.079
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,176.0,0.085
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,102.0,0.097
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,74.0,0.103
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,173.0,0.105
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,53.0,0.143
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,70.0,0.147
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,46.0,0.168
2.65,12.0,0.44,33.0,1.656,61.0,0.75,88.992,0.418,7.3,23.0,30.0,4261,0.029,0.067,0.15133333333333338,0.6930167597765363,0.7368715083798884,0.8245810055865922,1.0,,43.0,0.204
