particle_density,texture,porosity,series,conductivity,depth_lower,OM_content,k_sat,theta_sat,pH,location,depth_upper,code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2784.0,0.418,7.3,23.0,30.0,1061,0.04,0.09,0.11533333333333334,0.34,0.706,0.962,1.0,1.59,240.0,0.0505
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2784.0,0.418,7.3,23.0,30.0,1061,0.04,0.09,0.11533333333333334,0.34,0.706,0.962,1.0,1.59,320.0,0.0475
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2784.0,0.418,7.3,23.0,30.0,1061,0.04,0.09,0.11533333333333334,0.34,0.706,0.962,1.0,1.59,400.0,0.0455
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2784.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,0.0,0.3727
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,4.0,0.3355
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,10.0,0.3317
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,20.0,0.2412
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,30.0,0.1411
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,40.0,0.0953
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,50.0,0.0782
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,60.0,0.0699
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,100.0,0.0576
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,140.0,0.0513
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,180.0,0.0473
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,240.0,0.0463
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,320.0,0.0406
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1063,0.04,0.07,0.08866666666666667,0.307,0.647,0.913,1.0,1.55,400.0,0.0401
2.65,12.0,0.44,33.0,1.656,61.0,0.75,4176.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,0.0,0.4625
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,4.0,0.4293
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,10.0,0.4061
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,20.0,0.29
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,30.0,0.2143
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,40.0,0.17
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,50.0,0.1429
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,60.0,0.1282
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,100.0,0.1009
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,140.0,0.0906
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,180.0,0.0876
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,240.0,0.0823
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,320.0,0.0779
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1070,0.022,0.072,0.11733333333333335,0.36,0.599,0.882,1.0,1.46,400.0,0.0751
2.65,12.0,0.44,33.0,1.656,61.0,0.75,852.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,0.0,0.309
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,4.0,0.3027
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,10.0,0.2801
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,20.0,0.2294
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,30.0,0.1483
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,40.0,0.115
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,50.0,0.1007
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,60.0,0.0902
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,100.0,0.0757
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,140.0,0.0686
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,180.0,0.0643
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,240.0,0.0616
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,320.0,0.0573
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1071,0.047,0.082,0.10666666666666666,0.297,0.53,0.84,1.0,1.62,400.0,0.0558
2.65,12.0,0.44,33.0,1.656,61.0,0.75,698.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,40.0,0.104
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,0.0,0.3282
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,4.0,0.3032
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,10.0,0.2823
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,20.0,0.1952
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,30.0,0.1361
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,50.0,0.0873
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,60.0,0.079
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,100.0,0.0657
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,140.0,0.0592
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,180.0,0.0565
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,240.0,0.0547
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,320.0,0.0521
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1072,0.053,0.075,0.09766666666666667,0.286,0.485,0.773,1.0,1.6,400.0,0.0496
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1043.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,0.0,0.3233
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,4.0,0.2922
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,10.0,0.2732
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,20.0,0.1587
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,30.0,0.1009
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,40.0,0.0719
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,50.0,0.0576
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,60.0,0.0506
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,100.0,0.0422
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,140.0,0.0358
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,180.0,0.034
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,240.0,0.033
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,320.0,0.0311
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1073,0.03,0.036,0.04933333333333333,0.187,0.38,0.703,1.0,1.59,400.0,0.03
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1654.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,0.0,0.3611
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,4.0,0.3278
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,10.0,0.2594
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,20.0,0.1412
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,30.0,0.0859
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,40.0,0.0647
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,50.0,0.0539
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,60.0,0.045
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,100.0,0.0383
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,140.0,0.0311
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,180.0,0.0294
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,240.0,0.0272
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,320.0,0.0261
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1074,0.025,0.027,0.04166666666666667,0.16,0.371,0.723,1.0,1.55,400.0,0.0241
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2400.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,0.0,0.3678
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,4.0,0.3217
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,10.0,0.2762
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,20.0,0.1723
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,30.0,0.1099
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,40.0,0.0875
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,50.0,0.0784
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,60.0,0.0714
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,100.0,0.065
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,140.0,0.056
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,180.0,0.0554
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,240.0,0.0529
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,320.0,0.0519
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1075,0.053,0.059,0.06833333333333333,0.186,0.421,0.844,1.0,1.57,400.0,0.0494
2.65,12.0,0.44,33.0,1.656,61.0,0.75,475.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,0.0,0.291
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,10.0,0.3069
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,20.0,0.2695
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,40.0,0.1566
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,60.0,0.1317
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,80.0,0.1171
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,150.0,0.0987
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,500.0,0.0875
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1100,0.053,0.112,0.15000000000000002,0.397,0.75,0.985,1.001,1.74,1000.0,0.081
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,0.0,0.3351
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,10.0,0.2955
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,20.0,0.2865
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,30.0,0.2862
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,40.0,0.2564
2.65,12.0,0.44,33.0,1.656,61.0,0.75,1397.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,60.0,0.1722
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,90.0,0.1387
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,180.0,0.1161
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,405.0,0.0984
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,810.0,0.0896
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1110,0.011,0.116,0.16533333333333333,0.574,0.878,0.99,1.001,1.69,1630.0,0.0849
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,56.0,0.048
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,52.0,0.058
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,47.0,0.073
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,42.0,0.082
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,41.0,0.093
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,40.0,0.106
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,38.0,0.112
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,35.0,0.122
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,1310,0.02,0.044,0.06851282051282051,0.14205128205128204,0.26461538461538464,0.5097435897435897,1.0,1.6,28.0,0.144
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,3.0,0.374
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,11.0,0.369
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,16.0,0.345
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,19.0,0.316
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,22.0,0.292
2.65,12.0,0.44,33.0,1.656,61.0,0.75,2086.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,27.0,0.252
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,27.0,0.252
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,30.0,0.214
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2200,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,33.0,0.191
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,3.0,0.371
2.65,12.0,0.44,33.0,1.656,61.0,0.75,3672.0,0.418,7.3,23.0,30.0,2201,0.02,0.028,0.054,0.194,0.564,0.967,1.0,1.65,5.0,0.343
